Student_ID,Age,Gender,Lifestyle_Habits,Day,Sleep_Hours,Stress_Level,Study_Hours,Screen_Time_Post_10PM,Physical_Activity_Minutes,Mood_Score,Sleep_Debt,Stress_Per_Study_Hour,Burnout_Risk_Score,Overall_Wellbeing_Score,Sleep_Quality_Score,Mental_Fatigue_Score
S00042_D030,21,Other,Occasional Drinker,30,7.198459660531237,6,5.325453891908789,2.4397592120028757,60,7.91666040183545,1.956254368900626,1.13,0.04,7.88,6.78,1.06
S00042_D045,21,Other,Occasional Drinker,45,7.891918779345694,6,5.603392278264345,0.9073382568125816,34,6.761601460209972,2.936298678733764,1.07,2.17,4.59,7.53,2.7
S00042_D090,21,Other,Occasional Drinker,90,5.2981449072950415,7,5.959587388696169,2.857348371901692,46,3.8624822502652165,3.828314166373273,1.17,6.97,-3.11,5.14,6.55
S00042_D182,21,Other,Occasional Drinker,182,6.855612336224025,8,2.6133361373871105,3.644811354857985,30,5.03093337125539,2.4151056458684312,3.06,5.38,-0.35,6.62,5.17
S00042_D365,21,Other,Occasional Drinker,365,6.522671946533414,6,4.2272670979485465,2.632394551798166,20,3.641007195965383,2.919709799362537,1.42,5.28,-1.64,6.37,5.82
S00043_D003,24,Female,Fast Food Lover,3,5.610280318326394,4,5.9079390034752315,2.6088623657031955,39,5.419307144430272,0.7566563120891362,0.68,-0.66,6.08,5.45,1.96
S00043_D007,24,Female,Fast Food Lover,7,5.772835980038241,8,4.610798921916933,1.300457021696839,74,3.3481109210996656,1.5940630251900352,1.74,6.25,-2.9,5.43,6.45
S00043_D014,24,Female,Fast Food Lover,14,6.941658715346528,3,4.454588960924324,2.2057983272996156,68,6.022886730764961,2.1616249337002866,0.67,-0.86,6.88,6.51,1.56
S00043_D021,24,Female,Fast Food Lover,21,4.894887212732334,3,5.872638882121229,1.8259533171862872,48,7.187202811082173,1.761152725701157,0.51,-2.43,9.62,4.77,0.19
S00043_D030,24,Female,Fast Food Lover,30,5.871195003703686,3,4.4458815911346425,2.27005400227826,53,7.426735283596602,2.4677848381937437,0.67,-1.96,9.39,5.62,0.31
S00043_D045,24,Female,Fast Food Lover,45,4.968711947185065,5,6.546303761885925,2.709090377118269,54,4.416650713463804,1.9652666195643658,0.76,2.55,1.87,4.8,4.07
S00043_D090,24,Female,Fast Food Lover,90,7.711576087832739,5,5.675137369083025,3.0661464471490123,18,4.484972508381029,1.813041185678417,0.88,2.33,2.15,7.45,3.92
S00043_D182,24,Female,Fast Food Lover,182,6.478312942633571,10,3.875668364737998,3.383502592801229,29,5.311049395801871,2.802483704612291,2.58,7.49,-2.18,6.29,6.09
S00043_D365,24,Female,Fast Food Lover,365,6.801080706014029,7,2.8896190146571112,2.2866120998521398,20,4.527586796534034,1.8964225281648572,2.42,4.37,0.16,6.62,4.92
S00044_D003,23,Male,Yoga Enthusiast,3,6.350395226963829,6,3.7746220764942087,1.5979843843607044,41,6.036266549124955,0.9099469806588677,1.59,0.87,5.17,6.11,2.42
S00044_D007,23,Male,Yoga Enthusiast,7,6.61231679409544,9,7.212857630995747,2.126855615683621,51,6.173601580396486,2.3395576408019343,1.25,5.17,1.0,6.3,4.5
S00044_D014,23,Male,Yoga Enthusiast,14,5.424951353643884,6,5.467623882126854,3.123068389787889,17,2.6499813591180823,1.6096444720422325,1.1,4.96,-2.31,5.4,6.16
S00044_D021,23,Male,Yoga Enthusiast,21,6.562270489596475,9,5.026382225036668,3.7970095318556583,48,6.797872911820193,1.5942330251588337,1.79,3.8,3.0,6.27,3.5
S00044_D030,23,Male,Yoga Enthusiast,30,7.424243837077533,6,7.0653034132932815,3.2479695655228404,32,6.103018653339896,2.567218293907607,0.85,2.46,3.64,7.12,3.18
S00044_D045,23,Male,Yoga Enthusiast,45,6.299309422407736,6,2.917525277095855,1.4978688601387848,2,4.61487420513481,2.816327586245258,2.06,4.2,0.41,6.26,4.79
S00044_D090,23,Male,Yoga Enthusiast,90,7.359032653560594,6,3.0054899963631962,2.8335268221291043,57,6.009595791847692,3.0920397808084967,2.0,3.08,2.93,6.94,3.54
S00044_D182,23,Male,Yoga Enthusiast,182,5.564498618617525,7,2.181296085789328,5.05182336590026,14,2.745668812796872,2.6930846337114707,3.21,6.95,-4.2,5.54,7.1
S00044_D365,23,Male,Yoga Enthusiast,365,6.28575466236264,10,5.546105510668812,4.367996346977062,47,2.496006932000254,4.001266110485549,1.8,11.51,-9.01,6.02,9.51
S00045_D003,20,Other,Healthy Eater,3,6.868461884181112,4,4.47089221238344,2.422824918072422,67,6.421823589655425,1.1866747637446833,0.89,-1.24,7.66,6.45,1.17
S00045_D007,20,Other,Healthy Eater,7,8.169954972867174,3,2.938431056079219,3.8411701361979564,58,7.499526903071992,0.7201361369733407,1.02,-3.78,11.28,7.66,-0.64
S00045_D014,20,Other,Healthy Eater,14,6.9264117448411495,5,3.1054487658915777,3.264394010676727,70,5.293916935557528,1.6933351429232464,1.61,1.4,3.89,6.48,3.05
S00045_D021,20,Other,Healthy Eater,21,4.884863126645541,6,1.8820217775612336,2.461935178429245,32,6.5301552064676756,1.6373240004475342,3.19,1.11,5.42,4.84,2.29
S00045_D030,20,Other,Healthy Eater,30,5.346475913489621,8,4.956993152507994,3.888906154883406,27,8.263982955826156,2.1263684581810494,1.61,1.86,6.4,5.28,1.8
S00045_D045,20,Other,Healthy Eater,45,5.712897159604155,4,6.10423864254253,2.5688704026458757,49,8.903821047764012,1.7406062860155531,0.66,-3.16,12.06,5.5,-1.03
S00045_D090,20,Other,Healthy Eater,90,7.196367065913677,7,2.726069334720723,0.731082984248721,29,3.1400492629672287,2.595670810327885,2.57,6.46,-3.32,6.93,6.66
S00045_D182,20,Other,Healthy Eater,182,5.43309187224035,8,4.165621084440089,4.4675709485386355,36,4.495997162014788,2.737091090205438,1.92,6.24,-1.74,5.31,5.87
S00045_D365,20,Other,Healthy Eater,365,6.658581616330573,9,2.449570184012348,4.649127977250495,12,4.092960234749947,3.240102437632667,3.67,8.15,-4.06,6.53,7.03
S00046_D003,22,Male,Non-Smoker,3,6.6105036613930945,3,3.6208610723544377,2.540974031428977,49,5.780590823018454,1.4197084410795366,0.83,-1.36,7.14,6.3,1.43
S00046_D007,22,Male,Non-Smoker,7,5.824498827374941,5,6.597390669263801,1.0101407785422827,44,4.969498686791635,2.053499459290193,0.76,2.08,2.89,5.62,3.56
S00046_D014,22,Male,Non-Smoker,14,5.4235795906001965,4,4.3004423463146235,3.3889478792320444,4,4.911543012029078,2.3179029514593026,0.93,1.41,3.5,5.46,3.25
S00046_D021,22,Male,Non-Smoker,21,6.756498713129735,9,5.4789590793644045,2.137448964425483,17,5.5637937202806595,2.482554490370231,1.64,5.92,-0.36,6.6,5.18
S00046_D030,22,Male,Non-Smoker,30,8.233258307970502,4,5.547245525983165,3.700082523725839,79,2.7635894737435365,1.4837607589445332,0.72,2.72,0.04,7.61,4.98
S00046_D045,22,Male,Non-Smoker,45,5.050079623862471,5,5.342659184772283,2.360473603508317,59,6.546180208801713,2.490719801643375,0.94,0.94,5.61,4.85,2.2
S00046_D090,22,Male,Non-Smoker,90,7.731771355926073,1,6.274206115378711,3.3524912186365823,40,4.2455708835551995,2.752907950918145,0.16,-0.49,4.74,7.36,2.63
S00046_D182,22,Male,Non-Smoker,182,7.758576282958451,10,3.2648915331403034,3.3527307208785864,58,5.537795458235545,2.7630282119376126,3.06,7.23,-1.69,7.29,5.85
S00046_D365,22,Male,Non-Smoker,365,7.394933367252394,7,3.533660576160621,0.8473936302419101,100,4.64170332222258,3.201243597693719,1.98,5.56,-0.92,6.76,5.46
S00047_D003,17,Male,Fast Food Lover,3,7.079019529499286,5,4.475612825717517,1.7303853985232376,36,5.8142616465019215,1.5009213970887316,1.12,0.69,5.12,6.79,2.44
S00047_D007,17,Male,Fast Food Lover,7,6.041015722158996,6,2.2998483720812737,1.1472391598560217,22,8.907382298760034,1.8569542273300648,2.61,-1.05,9.96,5.93,0.02
S00047_D014,17,Male,Fast Food Lover,14,4.260933131583186,10,3.9285249090621295,3.5753698312027726,47,7.1756259914949565,1.3325963097942966,2.55,4.16,3.02,4.2,3.49
S00047_D021,17,Male,Fast Food Lover,21,6.3149685917980065,8,5.9243985617193085,2.569617860469682,57,6.740762847966193,1.5173004206568426,1.35,2.78,3.96,6.0,3.02
S00047_D030,17,Male,Fast Food Lover,30,8.606900122613618,5,7.364991851851195,4.26897011160271,72,4.3644188921605345,1.992000939701935,0.68,2.63,1.73,7.99,4.13
S00047_D045,17,Male,Fast Food Lover,45,5.579540722497372,9,6.259901601067713,2.2407328257358987,31,4.649876843779065,1.9361116899611712,1.44,6.29,-1.64,5.47,5.82
S00047_D090,17,Male,Fast Food Lover,90,6.716797468798045,8,2.7227213680132607,2.379358942870502,31,4.854519369748221,2.0881593050301173,2.94,5.23,-0.38,6.49,5.19
S00047_D182,17,Male,Fast Food Lover,182,6.063355452826188,10,5.691491348388587,3.217556666255101,63,2.9008987314505648,1.7999568275575863,1.76,8.9,-6.0,5.74,8.0
S00047_D365,17,Male,Fast Food Lover,365,7.809693988943904,6,0.6653911772211258,3.124233994856897,52,4.431927059885528,3.3284695621932463,9.02,4.9,-0.47,7.37,5.23
S00048_D003,25,Female,Gym Goer,3,5.656258118747653,6,3.2088428376650486,1.169426313280365,18,7.916103572080576,2.3498795951236486,1.87,0.43,7.49,5.6,1.26
S00048_D007,25,Female,Gym Goer,7,4.780436754138164,9,1.8007919628982823,0.8748936997700099,12,5.264097055374619,1.61560329655937,5.0,5.35,-0.09,4.84,5.04
S00048_D014,25,Female,Gym Goer,14,5.8406268346411965,1,5.016312454654133,2.6400193382304264,29,2.390669536452487,1.7101913956645227,0.2,0.32,2.07,5.71,3.96
S00048_D021,25,Female,Gym Goer,21,4.787948711188188,7,3.9289869340639814,3.044837352049261,41,5.263172026799854,3.1182266920049435,1.78,4.86,0.4,4.7,4.8
S00048_D030,25,Female,Gym Goer,30,5.997431760871271,4,6.942859620634211,2.0062161510080854,57,3.134117690933546,2.803402003925351,0.58,3.67,-0.54,5.71,5.27
S00048_D045,25,Female,Gym Goer,45,8.096996029731036,5,7.233593432552061,1.148719014460405,49,6.458587769472361,1.6283078100586472,0.69,0.17,6.29,7.64,1.86
S00048_D090,25,Female,Gym Goer,90,7.332226339450301,6,6.2602458152863125,3.2071043442191094,50,2.8446382376339003,2.447458465788946,0.96,5.6,-2.76,6.95,6.38
S00048_D182,25,Female,Gym Goer,182,5.46265990614996,7,5.096918050174267,1.9396411817295518,66,5.538411474697479,2.413893152692434,1.37,3.88,1.66,5.19,4.17
S00048_D365,25,Female,Gym Goer,365,6.118040972565411,6,1.2199002457939288,3.241900006160312,44,3.5227940595348928,2.61072579429659,4.92,5.09,-1.57,5.89,5.78
S00049_D003,23,Female,Athlete,3,7.381810332637935,7,1.9705021820861517,0.5657761939043753,110,8.455494127494276,1.3050589083346786,3.55,-0.15,8.61,6.69,0.7
S00049_D007,23,Female,Athlete,7,6.940208700477558,5,3.4406982457377246,1.542908881479826,43,8.244696883884775,0.9700362170022447,1.45,-2.27,10.51,6.63,-0.26
S00049_D014,23,Female,Athlete,14,6.581018718826868,4,6.918557854274292,1.8162022336870183,65,9.016903917439905,2.36712137582273,0.58,-2.65,11.67,6.2,-0.83
S00049_D021,23,Female,Athlete,21,5.063929554411991,8,7.253144319021936,2.206260674456294,44,3.041615943977615,1.5434342211428884,1.1,6.5,-3.46,4.94,6.73
S00049_D030,23,Female,Athlete,30,7.324962259916884,6,4.3456661383129,1.9308298537741522,66,5.226924258618079,2.4178070589953338,1.38,3.19,2.04,6.86,3.98
S00049_D045,23,Female,Athlete,45,5.539476349985512,5,4.504726241574704,5.202625691359788,71,4.8415044147427,3.1805635987422907,1.11,3.34,1.5,5.23,4.25
S00049_D090,23,Female,Athlete,90,6.317724841064603,2,3.883206581174632,4.224426637746888,40,4.222394732748532,2.4121128793908997,0.52,0.19,4.03,6.09,2.98
S00049_D182,23,Female,Athlete,182,6.879510757669787,2,2.199600586967162,2.2727274753750137,44,3.654628938736374,2.3398848367635305,0.91,0.69,2.96,6.57,3.52
S00049_D365,23,Female,Athlete,365,7.147012624645209,8,4.499309248225023,5.8272163027651835,38,5.633628577408043,2.9480198287372836,1.78,5.31,0.32,6.84,4.84
S00050_D003,23,Female,Fast Food Lover,3,6.11203101646649,3,2.3166447429015475,2.8536951579774423,57,6.885978605333107,0.8236884795302923,1.29,-3.06,9.95,5.82,0.03
S00050_D007,23,Female,Fast Food Lover,7,8.179235369791401,5,6.093731402843342,1.404532683921681,73,8.157327206540849,2.2777830269672528,0.82,-0.88,9.04,7.6,0.48
S00050_D014,23,Female,Fast Food Lover,14,5.100509629957258,8,6.3532887685905415,2.309162722862753,39,8.540766613340708,2.4518177968244124,1.26,1.91,6.63,5.0,1.68
S00050_D021,23,Female,Fast Food Lover,21,6.672924416120445,8,6.296781753037933,1.7682715967008886,24,4.943213038142271,2.2279661133121915,1.27,5.28,-0.34,6.49,5.17
S00050_D030,23,Female,Fast Food Lover,30,5.485842593258235,8,6.234978967001585,1.6697054735944852,83,2.7643461647893828,1.9397793845313909,1.28,7.18,-4.42,5.12,7.21
S00050_D045,23,Female,Fast Food Lover,45,6.87405358470387,4,3.8773154923793944,3.947741026440696,42,4.363642923886142,2.4103702359935735,1.03,2.05,2.31,6.58,3.84
S00050_D090,23,Female,Fast Food Lover,90,3.829245035807208,6,1.4280550947119997,3.247942197498428,40,2.678023196995649,2.0015906489863955,4.2,5.32,-2.64,3.85,6.32
S00050_D182,23,Female,Fast Food Lover,182,4.656104683111362,8,4.083462137230436,4.73904348333033,48,6.232780794551361,2.536752438888707,1.96,4.3,1.93,4.55,4.03
S00050_D365,23,Female,Fast Food Lover,365,5.201022320501391,10,2.888242757570817,2.793161404253703,40,6.061184017454538,2.132938015328124,3.46,6.07,-0.01,5.08,5.0
S00051_D003,20,Other,Early Riser,3,7.120730670284535,4,3.9169221167057096,2.638910069741238,53,6.706344861634898,1.1430252992935503,1.02,-1.56,8.27,6.74,0.87
S00051_D007,20,Other,Early Riser,7,6.555134268274512,4,3.7238894765035604,1.4298131285009354,22,4.131328989645372,1.234614833893194,1.07,1.1,3.03,6.39,3.48
S00051_D014,20,Other,Early Riser,14,5.9664610051799105,6,5.442600840943966,2.9864709790596837,63,6.976780155962905,2.6940601713407175,1.1,1.72,5.26,5.65,2.37
S00051_D021,20,Other,Early Riser,21,4.930487117244034,4,2.2280536734895833,2.716106831993896,82,6.089773566098373,2.558741045987673,1.8,0.47,5.62,4.63,2.19
S00051_D030,20,Other,Early Riser,30,3.8731052444114913,4,5.118314236148068,2.822375374593309,68,5.307425773254476,1.9203065795999166,0.78,0.61,4.7,3.75,2.65
S00051_D045,20,Other,Early Riser,45,7.419437877860372,2,5.30564295660607,0.536949364419018,53,7.651286477224055,1.871338068321504,0.38,-3.78,11.43,7.01,-0.72
S00051_D090,20,Other,Early Riser,90,5.148756201024543,4,2.319074582072644,2.91808815270023,30,6.185426895222685,2.4472266863136403,1.72,0.26,5.93,5.08,2.04
S00051_D182,20,Other,Early Riser,182,7.421128452858215,8,4.784620248534027,3.396164564460383,44,4.105255971199144,2.7503000087226406,1.67,6.65,-2.54,7.06,6.27
S00051_D365,20,Other,Early Riser,365,7.723163423714346,6,3.7239130701523737,3.0251585693106002,38,1.8030167149019252,2.007821954390532,1.61,6.2,-4.4,7.36,7.2
S00052_D003,18,Female,Non-Smoker,3,4.395051824357699,8,4.872885769521758,1.6224639149739661,54,7.2212691704402845,1.474543132096491,1.64,2.25,4.97,4.29,2.51
S00052_D007,18,Female,Non-Smoker,7,7.180255493614093,6,4.841139842447298,3.4249544735989694,71,6.822503434800675,1.4745945373643885,1.24,0.65,6.17,6.71,1.91
S00052_D014,18,Female,Non-Smoker,14,5.398519629796568,6,3.4037971615835434,3.2959163177931083,46,4.11888989706673,2.552143038693467,1.76,4.43,-0.31,5.23,5.16
S00052_D021,18,Female,Non-Smoker,21,6.64314800133114,3,3.4229670797024747,3.7751570099218412,74,4.319550875823316,2.3530315761547276,0.88,1.03,3.29,6.21,3.36
S00052_D030,18,Female,Non-Smoker,30,5.846630451948133,8,4.432638896707096,1.9551438471702927,57,5.697688931934464,2.218880089277791,1.8,4.52,1.18,5.58,4.41
S00052_D045,18,Female,Non-Smoker,45,5.005023381242539,6,4.855480633918049,2.2681352731991384,45,4.8483610230563015,1.9379827677977097,1.24,3.09,1.76,4.88,4.12
S00052_D090,18,Female,Non-Smoker,90,6.7471510693156045,5,4.7469146520944605,0.10196107765352469,66,2.187808253193734,1.9744134912584639,1.05,4.79,-2.6,6.34,6.3
S00052_D182,18,Female,Non-Smoker,182,6.272310965533184,8,4.37808999090173,2.3297630774269056,56,1.0,2.3522618207566324,1.83,9.35,-8.35,5.97,9.18
S00052_D365,18,Female,Non-Smoker,365,6.752829863583518,8,2.4727446717249393,4.469623016714806,62,2.6467678271979924,2.8103854281532312,3.24,8.16,-5.51,6.37,7.76
S00053_D003,22,Other,Night Owl,3,5.633611067733592,6,4.141035321568651,1.8763354969150858,34,8.634811162828427,0.22989782503066847,1.45,-2.4,11.03,5.5,-0.52
S00053_D007,22,Other,Night Owl,7,7.464067428794981,6,1.6707417200921162,2.415211394133064,52,7.190435298964186,1.9199313096240773,3.59,0.73,6.46,7.06,1.77
S00053_D014,22,Other,Night Owl,14,7.288418320407568,5,3.8074773595488276,3.518793696419478,57,5.088036228851643,2.350496874444679,1.31,2.26,2.83,6.87,3.59
S00053_D021,22,Other,Night Owl,21,6.194054446168957,4,4.428468406308464,0.8926337710875627,31,8.309646233184266,2.8091500360657884,0.9,-1.5,9.81,6.02,0.1
S00053_D030,22,Other,Night Owl,30,6.3391635832378155,7,5.204855889143566,2.3336117071817193,83,5.6821190685009695,1.3481766163187703,1.34,2.67,3.01,5.89,3.49
S00053_D045,22,Other,Night Owl,45,5.4524488188795495,6,5.735665544705246,1.9432564650543416,51,4.7008268563080895,1.637624278645741,1.05,2.94,1.76,5.25,4.12
S00053_D090,22,Other,Night Owl,90,5.398552611991262,7,3.2854478257419264,1.2044988590205883,76,5.026496178763766,2.826180276283062,2.13,4.8,0.23,5.08,4.89
S00053_D182,22,Other,Night Owl,182,6.581585337194063,8,4.184855251802409,2.91811755548209,54,4.995806730130874,3.2428744962883584,1.91,6.25,-1.25,6.25,5.63
S00053_D365,22,Other,Night Owl,365,5.761972511247129,7,5.946864898619975,2.6410567592198047,41,3.396804685647105,2.722126237733455,1.18,6.33,-2.93,5.58,6.47
S00054_D003,20,Female,Healthy Eater,3,4.545467489646162,4,6.511831024483492,2.916961144230763,108,6.885185285148154,1.5827555503562456,0.61,-1.3,8.19,4.15,0.91
S00054_D007,20,Female,Healthy Eater,7,6.954447318223328,5,5.132994348211224,4.131354079637846,82,6.451146638719702,1.7645437537736417,0.97,0.31,6.14,6.45,1.93
S00054_D014,20,Female,Healthy Eater,14,6.74285794010513,7,5.815210384691967,1.164486324034961,55,3.734093024752618,1.4352503835118404,1.2,4.7,-0.97,6.39,5.48
S00054_D021,20,Female,Healthy Eater,21,5.779661810709225,5,2.794819958349368,0.409988915519389,37,7.797497631404137,1.040383873882561,1.79,-1.76,9.56,5.62,0.22
S00054_D030,20,Female,Healthy Eater,30,5.163211083644849,7,4.400763715683938,3.355876835667166,38,4.05298757927235,2.2831198429388397,1.59,5.23,-1.18,5.06,5.59
S00054_D045,20,Female,Healthy Eater,45,5.957425653625933,7,6.088219186613294,1.450650109062447,34,3.241930354455357,2.477299956952834,1.15,6.24,-3.0,5.79,6.5
S00054_D090,20,Female,Healthy Eater,90,6.113505539704368,6,4.877539352982777,1.1338649851106166,73,3.986164603615908,2.3591358150379658,1.23,4.37,-0.38,5.74,5.19
S00054_D182,20,Female,Healthy Eater,182,5.893999872872196,10,4.2837137557650475,4.232425056141472,32,6.345988905955768,2.8644144095706228,2.33,6.52,-0.17,5.74,5.09
S00054_D365,20,Female,Healthy Eater,365,5.782203751756341,6,4.934756330831052,2.5554812686678003,47,3.2117648521951265,3.9539619192068742,1.22,6.74,-3.53,5.57,6.76
S00055_D003,20,Other,Occasional Drinker,3,6.183890455703522,3,7.118303341462011,3.2592712095317022,82,4.702861483480703,0.25385153870340615,0.42,-1.45,6.15,5.76,1.92
S00055_D007,20,Other,Occasional Drinker,7,6.348742255467439,6,3.049169355236022,2.5941004660277995,36,2.7651311553578983,2.54262656561433,1.97,5.78,-3.01,6.13,6.51
S00055_D014,20,Other,Occasional Drinker,14,6.155354490488618,1,7.097225534238577,2.580774035779264,87,7.792144900581304,1.6586499543673394,0.14,-5.13,12.92,5.7,-1.46
S00055_D021,20,Other,Occasional Drinker,21,6.557730954597474,6,6.674852060773978,2.9071176709879327,37,5.122313953880147,2.261284037252807,0.9,3.14,1.98,6.32,4.01
S00055_D030,20,Other,Occasional Drinker,30,6.477678285022901,3,3.2407530804741,3.6365106238776383,32,4.431717386825578,1.6636481621440098,0.93,0.23,4.2,6.27,2.9
S00055_D045,20,Other,Occasional Drinker,45,4.843672075157761,6,4.241593644512957,2.2104278462943467,13,6.684137103639745,2.0638824115325405,1.41,1.38,5.3,4.89,2.35
S00055_D090,20,Other,Occasional Drinker,90,5.989832770228667,7,4.422298072721543,2.0604545765539664,46,3.6023132549831143,1.9874763244126046,1.58,5.39,-1.79,5.76,5.89
S00055_D182,20,Other,Occasional Drinker,182,6.258364466500753,10,1.6454929199295951,3.695409395851836,49,3.6428008068053583,3.025545042765465,6.08,9.38,-5.74,5.99,7.87
S00055_D365,20,Other,Occasional Drinker,365,5.1844318692333005,6,4.344821666081103,2.043576418878771,48,2.5253810159701833,3.2899927589982356,1.38,6.76,-4.23,5.03,7.12
S00056_D003,19,Female,Energy Drink Addict,3,6.608618630182307,4,6.396345208807324,0.890834045661614,21,6.047495969383667,1.532270773455395,0.63,-0.52,6.57,6.44,1.72
S00056_D007,19,Female,Energy Drink Addict,7,6.0783491820334,6,6.5213257259762685,1.9668296596838786,43,3.245176692905716,2.0776592936231735,0.92,4.83,-1.58,5.86,5.79
S00056_D014,19,Female,Energy Drink Addict,14,6.546835862843868,5,6.482798256148513,1.4434507101770024,53,6.405889857564628,1.5465451976267246,0.77,0.14,6.27,6.23,1.87
S00056_D021,19,Female,Energy Drink Addict,21,6.947167431428383,6,1.6156526932620157,2.637019274783375,60,5.3430528373330315,1.713331864053008,3.71,2.37,2.97,6.55,3.51
S00056_D030,19,Female,Energy Drink Addict,30,5.960341803754399,10,4.667882290157948,2.380325842277282,58,3.251341836058928,2.152229946459412,2.14,8.9,-5.65,5.67,7.82
S00056_D045,19,Female,Energy Drink Addict,45,5.06536069724121,6,5.213784422233376,3.1410319969751215,25,3.9732748169449015,2.2430027760580877,1.15,4.27,-0.3,5.03,5.15
S00056_D090,19,Female,Energy Drink Addict,90,6.821656424733861,7,3.40751501312544,3.1763643089204923,67,6.078067813233294,3.0817670526242398,2.05,4.0,2.08,6.4,3.96
S00056_D182,19,Female,Energy Drink Addict,182,7.008694374732788,8,2.0797617778736597,4.0251870258643265,38,1.5004453502079267,2.5205335731887155,3.85,9.02,-7.52,6.72,8.76
S00056_D365,19,Female,Energy Drink Addict,365,7.672304984441681,8,3.8641747371030437,4.293579615538859,50,1.4244750990620165,3.287900891647274,2.07,9.86,-8.44,7.26,9.22
S00057_D003,24,Other,Athlete,3,6.487030272346837,4,5.323721331522103,2.6356792437406518,0,7.692380413011362,1.8626252908788352,0.75,-1.83,9.52,6.44,0.24
S00057_D007,24,Other,Athlete,7,5.255026936609177,7,3.4178116786224324,3.059453940773863,39,4.11976160920822,2.1172855200862175,2.05,5.0,-0.88,5.13,5.44
S00057_D014,24,Other,Athlete,14,7.606243612378486,5,6.360900633572914,2.403468597041659,59,7.615585267572014,2.431531631865305,0.79,-0.18,7.8,7.15,1.1
S00057_D021,24,Other,Athlete,21,7.271224701912238,4,6.415079508820322,2.054957415085917,30,4.749525404240566,2.218687755126263,0.62,1.47,3.28,6.99,3.36
S00057_D030,24,Other,Athlete,30,5.7195209566419924,5,3.8000997019436973,3.7819534801066927,32,5.802942755778851,2.954540591931589,1.32,2.15,3.65,5.59,3.17
S00057_D045,24,Other,Athlete,45,5.998291601662609,9,6.0141247373836055,1.931536215030099,46,2.0571105497454725,3.034437279399617,1.5,9.98,-7.92,5.77,8.96
S00057_D090,24,Other,Athlete,90,5.844195878348661,6,3.410881105405567,2.8919022236469134,51,4.256428810291844,2.1187527020176176,1.76,3.86,0.4,5.6,4.8
S00057_D182,24,Other,Athlete,182,6.515015386307816,8,0.9719040110870449,1.8785198479899583,39,2.0910317794100877,3.376793593786325,8.23,9.29,-7.2,6.27,8.6
S00057_D365,24,Other,Athlete,365,4.212046217752122,6,5.009515409338889,3.4028157406896793,33,5.792273250431501,3.3760539510740446,1.2,3.58,2.21,4.23,3.89
S00058_D003,17,Male,Gym Goer,3,6.27220585621056,5,4.234691289619435,1.9897365258869966,81,5.0489957030125066,1.7529074094390906,1.18,1.7,3.35,5.84,3.33
S00058_D007,17,Male,Gym Goer,7,6.554275057603204,6,3.763097168466184,1.5011377148937612,60,6.9054033902220056,2.2131862308359898,1.59,1.31,5.6,6.2,2.2
S00058_D014,17,Male,Gym Goer,14,6.950513781325702,8,5.0941466901348145,1.136189139327722,55,4.560918998620512,1.701234643585814,1.57,5.14,-0.58,6.58,5.29
S00058_D021,17,Male,Gym Goer,21,7.891372939047026,7,3.4091687383980576,3.823879137026676,28,5.893659450725556,1.7747259090198986,2.05,2.88,3.01,7.56,3.49
S00058_D030,17,Male,Gym Goer,30,5.7654799619192545,6,0.7103865250056209,2.6726445557971608,28,5.090206560726511,2.0388004926530763,8.45,2.95,2.14,5.65,3.93
S00058_D045,17,Male,Gym Goer,45,6.943788080389815,9,3.068954380544706,1.9993546999492275,54,4.02535561447993,2.836518544075545,2.93,7.81,-3.78,6.58,6.89
S00058_D090,17,Male,Gym Goer,90,7.4923866804427535,8,2.5100769523923563,3.8863510109824295,21,1.2707109663310208,2.5649842550803776,3.19,9.29,-8.02,7.24,9.01
S00058_D182,17,Male,Gym Goer,182,6.036737884555833,7,5.600292031767547,2.684430872074536,46,4.313450698504621,2.432212368455036,1.25,5.12,-0.81,5.8,5.4
S00058_D365,17,Male,Gym Goer,365,6.422838347993997,10,4.241209897867741,2.432690900800313,57,2.8750638441354495,3.713338372013076,2.36,10.84,-7.96,6.1,8.98
S00059_D003,18,Male,Non-Smoker,3,6.663020129990584,3,2.3216140062694897,3.3820722898564854,58,6.144607384691579,1.1866542951155514,1.29,-1.96,8.1,6.31,0.95
S00059_D007,18,Male,Non-Smoker,7,6.075511837470649,7,5.255419111534021,1.0021152630577772,63,6.160730411706597,1.8010340174362731,1.33,2.64,3.52,5.75,3.24
S00059_D014,18,Male,Non-Smoker,14,5.488762904546262,4,6.770539291976222,1.3232681330742837,80,7.633034134877544,2.1353017160997956,0.59,-1.5,9.13,5.14,0.43
S00059_D021,18,Male,Non-Smoker,21,7.084894105071983,6,2.365945645896857,3.1206396046894938,2,5.5266202226912995,3.5417675351622053,2.54,4.02,1.51,6.97,4.25
S00059_D030,18,Male,Non-Smoker,30,5.780536561306842,5,4.231891913127494,1.8829338101398438,38,7.285329046876964,2.198320246054948,1.18,-0.09,7.38,5.61,1.31
S00059_D045,18,Male,Non-Smoker,45,6.433397993299181,6,7.3263629802452215,2.6272815359090163,90,5.183098258313791,3.184083837041789,0.82,4.0,1.18,5.94,4.41
S00059_D090,18,Male,Non-Smoker,90,6.2313043068920635,6,4.917818987863477,2.3886289308628115,54,3.3941978131043262,2.7257223058458413,1.22,5.33,-1.94,5.94,5.97
